"sep=,"
"Order #","Suffix","Stage","Purchase Order","Customer #","Customer Name","Order Notes","Customer Notes","Ship To","Ship To Name","Disposition","Warehouse","Warehouse Name","Division","Type","Suspended / Floor Plan","Job #","Promised Date","Requested Ship Date","Shipped Date","Invoice Date","Quantity Ordered","Quantity Shipped","Invoice Amount","Ordered Amount","Shipped Amount","Inside Sales Rep","Outside Sales Rep","Customer Ship To Name","Taken By","Entered Date","Warehouse Transfer Billed","Approval","Origin Code","Origin Copy Type","Origin Order #","Origin Order Suffix","Vendor Return Authorization #","Sales Warehouse","Reference","Inside Sales Rep Name","Outside Sales Rep Name","Taken By Name","Picked Date","Ship Via"
"1002096","01","Paid","32595","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/13/2006","11/13/2006","11/13/2006","11/13/2006","3","3","1,034.21","951.00","951.00","DAV","I07","ZENNER & RITTER, INC","rrr","11/13/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","rrr  retired 3/31/21","11/13/2006",""
"1002097","00","Paid","32055","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/13/2006","11/13/2006","11/13/2006","11/13/2006","1","1","3.76","3.46","3.46","xrrr","I07","ZENNER & RITTER, INC","DJWI","11/13/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","11/13/2006",""
"1002105","00","Paid","32208","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/13/2006","11/13/2006","11/13/2006","11/13/2006","30","30","20.44","18.80","18.80","xrrr","I07","ZENNER & RITTER, INC","dav","11/13/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/13/2006",""
"1002172","00","Paid","32209- 187 Poincienna","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/14/2006","11/14/2006","11/14/2006","11/14/2006","1","1","256.60","235.95","235.95","sek","I07","ZENNER & RITTER, INC","sek","11/14/2006","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","11/14/2006","ot"
"1002176","00","Paid","32358","1097756","ZENNER & RITTER, INC","","*","ST LAWRE","ST LAWRENCE RC CHURCH","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","ST LAWRE","11/14/2006","11/14/2006","11/14/2006","11/14/2006","59","59","225.66","225.66","225.66","DCS","I07","ST LAWRENCE RC CHURCH","DCS","11/14/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/14/2006","CNTR"
"1002227","00","Paid","32361","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/15/2006","11/15/2006","11/15/2006","11/15/2006","32","32","368.91","339.23","339.23","DCS","I07","ZENNER & RITTER, INC","DCS","11/15/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/15/2006","CNTR"
"1002259","00","Paid","32148-TROY VIEW","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/15/2006","11/15/2006","11/15/2006","11/15/2006","83","83","289.07","265.81","265.81","xrrr","I07","ZENNER & RITTER, INC","dav","11/15/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/15/2006",""
"1002262","00","Paid","32601 east west","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/21/2006","11/21/2006","11/21/2006","11/21/2006","1","1","436.09","401.00","401.00","rrr","I07","ZENNER & RITTER, INC","rrr","11/15/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/15/2006","ot"
"1002263","00","Paid","32599 parkhurst","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","4","4","1,223.54","1,125.10","1,125.10","rrr","I07","ZENNER & RITTER, INC","rrr","11/15/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/15/2006","ot"
"1002264","00","Paid","32364","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/15/2006","11/15/2006","11/15/2006","11/15/2006","19","19","477.11","438.72","438.72","DCS","I07","ZENNER & RITTER, INC","DCS","11/15/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/15/2006","CNTR"
"1002279","00","Paid","32605","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/17/2006","11/17/2006","11/15/2006","11/15/2006","1","1","146.45","134.66","134.66","CJSC","I07","ZENNER & RITTER, INC","rrr","11/15/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","rrr  retired 3/31/21","11/15/2006","ot"
"1002287","00","Paid","32218","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/15/2006","11/15/2006","11/20/2006","11/20/2006","1","1","161.97","148.94","148.94","DCS","I07","ZENNER & RITTER, INC","DCS","11/15/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/17/2006","CNTR"
"1002288","00","Paid","32358","1097756","ZENNER & RITTER, INC","","*","ST LAWRE","ST LAWRENCE RC CHURCH","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","ST LAWRE","11/15/2006","11/15/2006","11/15/2006","11/15/2006","1","1","7.40","7.40","7.40","xrrr","I07","ST LAWRENCE RC CHURCH","dav","11/15/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/15/2006",""
"1002298","00","Paid","32603-DONALDSON","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/22/2006","11/22/2006","11/22/2006","11/22/2006","7","7","3,376.25","3,104.60","3,104.60","DAV","I07","ZENNER & RITTER, INC","DAV","11/15/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/15/2006","OT"
"1002356","00","Paid","32367","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/16/2006","11/16/2006","11/16/2006","11/16/2006","135","135","350.62","322.41","322.41","DAV","I07","ZENNER & RITTER, INC","DAV","11/16/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/16/2006",""
"1002383","00","Paid","32611-BRENDAN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/20/2006","11/20/2006","11/29/2006","11/29/2006","2","2","902.96","830.31","830.31","DAV","I07","ZENNER & RITTER, INC","dav","11/16/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/16/2006","OT"
"1002384","00","Paid","490 GIRDLE RD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/16/2006","11/16/2006","11/16/2006","11/16/2006","1","1","53.60","49.29","49.29","CJSC","I07","ZENNER & RITTER, INC","CJSC","11/16/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","11/16/2006","OT"
"1002387","00","Paid","32610-GIRDLE RD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","2","2","96.34","88.59","88.59","DAV","I07","ZENNER & RITTER, INC","DAV","11/16/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/16/2006","OT"
"1002390","00","Paid","32614","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/17/2006","11/17/2006","11/17/2006","11/17/2006","1","1","436.09","401.00","401.00","tsru","I07","ZENNER & RITTER, INC","tsru","11/16/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","tsru","11/16/2006","OT"
"1002400","00","Paid","29516  WABASH","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/21/2006","11/21/2006","11/21/2006","11/21/2006","3","3","1,828.09","1,681.00","1,681.00","tsru","I07","ZENNER & RITTER, INC","DJWI","11/16/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/19/2006","OT"
"1002440","00","Paid","32618 / MILITARY RD.","1097756","ZENNER & RITTER, INC","*","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/17/2006","11/17/2006","11/17/2006","11/17/2006","1","1","780.75","717.93","717.93","DCS","I07","ZENNER & RITTER, INC","DCS","11/17/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/17/2006","OT"
"1002443","00","Paid","32221 STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/17/2006","11/17/2006","11/17/2006","11/17/2006","12","11","1,401.40","1,487.22","1,288.64","DAV","I07","ZENNER & RITTER, INC","DJWI","11/17/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","djwi","11/17/2006",""
"1002443","01","Paid","32221 STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/17/2006","11/17/2006","11/21/2006","11/21/2006","1","1","215.95","198.58","198.58","DAV","I07","ZENNER & RITTER, INC","DJWI","11/17/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","djwi","11/21/2006",""
"1002445","00","Paid","32222  5704  FAIRMEADO","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/17/2006","11/17/2006","11/17/2006","11/17/2006","1","1","94.64","87.03","87.03","DAV","I07","ZENNER & RITTER, INC","DJWI","11/17/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","djwi","11/17/2006",""
"1002446","00","Paid","32617","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/17/2006","11/17/2006","11/17/2006","11/17/2006","15","15","166.06","152.70","152.70","tsru","I07","ZENNER & RITTER, INC","DAV","11/17/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","","11/17/2006",""
"1002450","00","Paid","32613- E Felton","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","3","2","1,607.61","1,638.26","1,458.26","sek","I07","ZENNER & RITTER, INC","sek","11/17/2006","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","11/21/2006","ot"
"1002450","01","Paid","32613- E Felton","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","1","1","195.75","180.00","180.00","sek","I07","ZENNER & RITTER, INC","sek","11/17/2006","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","11/27/2006","ot"
"1002481","00","Paid","32410-89 WALTON","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/18/2006","11/17/2006","11/17/2006","11/18/2006","32","32","88.29","81.18","81.18","DAV","I07","ZENNER & RITTER, INC","DAV","11/17/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/17/2006","CNTR"
"1002482","00","Paid","32411-171 WELLINGWOOD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/17/2006","11/17/2006","11/18/2006","11/18/2006","42","42","110.68","101.78","101.78","DAV","I07","ZENNER & RITTER, INC","DAV","11/17/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/17/2006",""
"1002531","00","Paid","32427","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/20/2006","11/20/2006","11/21/2006","11/21/2006","4","4","106.65","98.07","98.07","DCS","I07","ZENNER & RITTER, INC","DCS","11/20/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/21/2006","CNTR"
"1002562","00","Paid","32198 - Replac.","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/20/2006","11/20/2006","11/21/2006","11/21/2006","1","1","315.38","265.00","265.00","sk01","I07","ZENNER & RITTER, INC","sk01","11/20/2006","No","y","","","0","00","","","","Scott Kohler: Asst 01 (inactv)","Open - Scott Kohler","","11/21/2006","ot"
"1002563","00","Paid","32623  BELVOIR","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/20/2006","11/20/2006","11/20/2006","11/20/2006","1","1","1,022.25","940.00","940.00","tsru","I07","ZENNER & RITTER, INC","DJWI","11/20/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/20/2006",""
"1002564","00","Paid","32624  ROBIN ROAD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/22/2006","11/22/2006","11/22/2006","11/22/2006","1","1","436.09","401.00","401.00","tsru","I07","ZENNER & RITTER, INC","DJWI","11/20/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/20/2006","ot"
"1002569","00","Paid","32400 FOX STREET","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/20/2006","11/20/2006","11/20/2006","11/20/2006","1","1","88.51","81.38","81.38","tsru","I07","ZENNER & RITTER, INC","DJWI","11/20/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/20/2006",""
"1002570","00","Paid","32401  GENERATORS","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/20/2006","11/20/2006","11/21/2006","11/21/2006","262","12","126.45","631.28","116.28","tsru","I07","ZENNER & RITTER, INC","DJWI","11/20/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/20/2006",""
"1002570","01","Paid","32401  GENERATORS","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/20/2006","11/20/2006","11/21/2006","11/21/2006","250","250","560.06","515.00","515.00","tsru","I07","ZENNER & RITTER, INC","DJWI","11/20/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/21/2006",""
"1002595","00","Paid","9936- Ranch Tr","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/21/2006","11/21/2006","11/21/2006","11/21/2006","11","11","77.41","71.18","71.18","sek","I07","ZENNER & RITTER, INC","sek","11/20/2006","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","11/20/2006","ot"
"1002603","00","Paid","32425","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/21/2006","11/21/2006","11/21/2006","11/21/2006","230","213","480.16","526.37","441.53","DCS","I07","ZENNER & RITTER, INC","DCS","11/21/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/21/2006","CNTR"
"1002603","01","Paid","32425","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/21/2006","11/21/2006","11/21/2006","11/21/2006","17","4","65.21","84.85","59.96","DCS","I07","ZENNER & RITTER, INC","DCS","11/21/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/21/2006","CNTR"
"1002603","02","Paid","32425","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/21/2006","11/21/2006","11/21/2006","11/21/2006","13","13","27.07","24.89","24.89","DCS","I07","ZENNER & RITTER, INC","DCS","11/21/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/21/2006","CNTR"
"1002613","00","Paid","32636-BRIDLEPATH","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/29/2006","11/29/2006","11/29/2006","11/29/2006","2","2","1,333.82","1,226.50","1,226.50","DAV","I07","ZENNER & RITTER, INC","DAV","11/21/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/21/2006","OT"
"1002614","00","Paid","32634-WEST FERRY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/21/2006","11/21/2006","11/21/2006","11/21/2006","1","1","436.09","401.00","401.00","DAV","I07","ZENNER & RITTER, INC","DAV","11/21/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/21/2006","OT"
"1002616","00","Paid","32635-BRUCE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/29/2006","11/29/2006","11/29/2006","11/29/2006","2","2","867.07","797.31","797.31","DAV","I07","ZENNER & RITTER, INC","DAV","11/21/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/21/2006","OT"
"1002664","00","Paid","32640-PAWNEE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/30/2006","11/30/2006","11/30/2006","11/30/2006","2","2","1,001.92","921.31","921.31","DAV","I07","ZENNER & RITTER, INC","DAV","11/21/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/21/2006","OT"
"1002687","00","Paid","29520","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Direct Order","","","11/21/2006","11/21/2006","11/27/2006","11/27/2006","2","2","113.77","104.62","104.62","sek","I07","ZENNER & RITTER, INC","sek","11/21/2006","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","",""
"1002689","00","Paid","32232 -CANDLEWOOD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/21/2006","11/21/2006","11/22/2006","11/22/2006","1","1","84.70","77.88","77.88","tsru","I07","ZENNER & RITTER, INC","DAV","11/21/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","","11/21/2006",""
"1002690","00","Paid","32233-101 ROUND TRAIL","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/22/2006","11/22/2006","11/22/2006","11/22/2006","1","1","26.01","23.91","23.91","tsru","I07","ZENNER & RITTER, INC","DAV","11/21/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","","11/21/2006",""
"1002709","00","Paid","32430  GENERATORS","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Direct Order","","","11/22/2006","11/22/2006","11/22/2006","11/22/2006","150","150","477.14","438.75","438.75","DCS","I07","ZENNER & RITTER, INC","DJWI","11/22/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","djwi","","CP"
"1002730","00","Paid","32648  WEST HAZELTINE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/29/2006","11/29/2006","11/29/2006","11/29/2006","3","3","659.33","606.28","606.28","tsru","I07","ZENNER & RITTER, INC","DJWI","11/22/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/22/2006","OT"
"1002731","00","Paid","23646  BURKSHIRE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/4/2006","12/4/2006","2","2","554.26","509.66","509.66","tsru","I07","ZENNER & RITTER, INC","DJWI","11/22/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/29/2006","OT"
"1002732","00","Paid","32644  ELMWOOD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","1","1","407.81","375.00","375.00","tsru","I07","ZENNER & RITTER, INC","DJWI","11/22/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/23/2006","OT"
"1002733","00","Paid","32643  EGGERT ROAD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/22/2006","11/22/2006","11/22/2006","11/22/2006","1","1","478.50","440.00","440.00","tsru","I07","ZENNER & RITTER, INC","DJWI","11/22/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","11/22/2006","OT"
"1002801","00","Paid","32238","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","1","1","36.16","33.25","33.25","DCS","I07","ZENNER & RITTER, INC","CJSC","11/24/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","cjsc","11/27/2006","OT"
"1002813","00","Paid","32655 / 193 STEVENS","1097756","ZENNER & RITTER, INC","","*","HEAP","HEAP JOBS","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HEAP","11/27/2006","11/27/2006","11/27/2006","11/27/2006","1","1","401.00","401.00","401.00","DCS","I07","HEAP JOBS","DCS","11/24/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/24/2006","OT"
"1002864","00","Paid","32435 / FREUND","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","1","1","436.09","401.00","401.00","CJSC","I07","ZENNER & RITTER, INC","CJSC","11/27/2006","No","y","","","0","00","","","TAG FOR FREUND","Clifford Schulz  inact","Open - Scott Kohler","cjsc","11/27/2006",""
"1002871","00","Paid","32657 minerva","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/4/2006","12/4/2006","2","2","867.07","797.31","797.31","rrr","I07","ZENNER & RITTER, INC","rrr","11/27/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/27/2006","ot"
"1002886","00","Paid","32436","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","7","7","44.97","41.36","41.36","DCS","I07","ZENNER & RITTER, INC","DCS","11/27/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/27/2006","CNTR"
"1002896","00","Paid","32443","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","59","59","255.14","234.62","234.62","rrr","I07","ZENNER & RITTER, INC","rrr","11/27/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/27/2006",""
"1002906","00","Paid","32443","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Direct Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","150","150","477.14","438.75","438.75","DCS","I07","ZENNER & RITTER, INC","DCS","11/27/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","","CP"
"1002919","00","Paid","32240","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","3","3","210.26","193.35","193.35","xrrr","I07","ZENNER & RITTER, INC","DJWI","11/27/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","11/27/2006",""
"1002920","00","Paid","32660 153 bennett","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/27/2006","11/27/2006","11/27/2006","11/27/2006","1","1","537.86","494.59","494.59","rrr","I07","ZENNER & RITTER, INC","rrr","11/27/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/27/2006","ot"
