"sep=,"
"Order #","Suffix","Stage","Purchase Order","Customer #","Customer Name","Order Notes","Customer Notes","Ship To","Ship To Name","Disposition","Warehouse","Warehouse Name","Division","Type","Suspended / Floor Plan","Job #","Promised Date","Requested Ship Date","Shipped Date","Invoice Date","Quantity Ordered","Quantity Shipped","Invoice Amount","Ordered Amount","Shipped Amount","Inside Sales Rep","Outside Sales Rep","Customer Ship To Name","Taken By","Entered Date","Warehouse Transfer Billed","Approval","Origin Code","Origin Copy Type","Origin Order #","Origin Order Suffix","Vendor Return Authorization #","Sales Warehouse","Reference","Inside Sales Rep Name","Outside Sales Rep Name","Taken By Name","Picked Date","Ship Via"
"1005777","00","Paid","32997 / GATCHEL","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/16/2007","1/16/2007","1/16/2007","1/16/2007","1","1","830.85","764.00","764.00","DCS","I07","ZENNER & RITTER, INC","DCS","1/15/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/15/2007","OT"
"1005778","00","Paid","33002 / CARL STREET","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/15/2007","1/15/2007","1","1","446.96","411.00","411.00","DCS","I07","ZENNER & RITTER, INC","DCS","1/15/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/15/2007","OT"
"1005789","00","Paid","32999","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/15/2007","1/15/2007","1","1","43.33","39.85","39.85","XRRR","I07","ZENNER & RITTER, INC","DAV","1/15/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","1/15/2007","OT"
"1005802","00","Paid","38554  GENERATORS","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/16/2007","1/16/2007","263","263","687.27","631.97","631.97","CJSC","I07","ZENNER & RITTER, INC","DJWI","1/15/2007","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","djwi","1/15/2007",""
"1005810","00","Paid","38555","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/15/2007","1/15/2007","7","7","38.62","35.51","35.51","DAV","I07","ZENNER & RITTER, INC","DAV","1/15/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/15/2007",""
"1005823","00","Paid","32939-STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/15/2007","1/15/2007","2","2","893.93","822.00","822.00","DAV","I07","ZENNER & RITTER, INC","DAV","1/15/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/15/2007","OT"
"1005838","00","Paid","33004","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/16/2007","1/16/2007","1","1","14.41","13.25","13.25","XRRR","I07","ZENNER & RITTER, INC","PSD","1/15/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","psd","1/15/2007","OT"
"1005853","00","Paid","33078","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/16/2007","1/16/2007","1/16/2007","1/16/2007","8","8","79.95","73.52","73.52","XRRR","I07","ZENNER & RITTER, INC","PSD","1/16/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","psd","1/16/2007",""
"1005866","00","Paid","33006 LASALLE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/16/2007","1/16/2007","1/16/2007","1/16/2007","1","1","446.96","411.00","411.00","DCS","I07","ZENNER & RITTER, INC","DJWI","1/16/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","djwi","1/16/2007","OT"
"1005867","00","Paid","33007  CORNWELL","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/16/2007","1/16/2007","1/17/2007","1/17/2007","1","1","446.96","411.00","411.00","DCS","I07","ZENNER & RITTER, INC","DJWI","1/16/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","djwi","1/16/2007","OT"
"1005885","00","Paid","33008 / CORNWALL AVE.","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/19/2007","1/19/2007","1/19/2007","1/19/2007","1","1","434.97","399.97","399.97","DCS","I07","ZENNER & RITTER, INC","DCS","1/16/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/19/2007","OT"
"1005899","00","Paid","32941- Fox Pt","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","1","1","895.01","823.00","823.00","sek","I07","ZENNER & RITTER, INC","sek","1/16/2007","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","1/16/2007","ot"
"1005922","00","Paid","33010/GROVER CLEVELAND","1097756","ZENNER & RITTER, INC","","*","004","SUPPORTIVE SERVICES","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","004","1/19/2007","1/19/2007","1/19/2007","1/19/2007","1","1","41.71","41.71","41.71","DCS","I07","SUPPORTIVE SERVICES","DCS","1/16/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/17/2007","OT"
"1005925","00","Paid","33069- stock","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","4","4","214.42","197.16","197.16","sek","I07","ZENNER & RITTER, INC","sek","1/16/2007","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","1/16/2007","ot"
"1005932","00","Paid","32942 / WOODCREST","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/22/2007","1/22/2007","1/22/2007","1/22/2007","2","2","1,177.76","1,083.00","1,083.00","CJSC","I07","ZENNER & RITTER, INC","CJSC","1/17/2007","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","1/18/2007","OT"
"1005934","00","Paid","32942 / WOODCREST","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/17/2007","1/17/2007","4/4/2007","4/4/2007","1","1","1,115.78","1,026.00","1,026.00","CJSC","I07","ZENNER & RITTER, INC","CJSC","1/17/2007","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","1/17/2007","OT"
"1005936","00","Paid","33012-GATCHEL","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","1","1","908.60","835.49","835.49","XRRR","I07","ZENNER & RITTER, INC","DAV","1/17/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","1/17/2007","CNTR"
"1005939","00","Paid","33082","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","223","218","633.77","919.18","582.78","XRRR","I07","ZENNER & RITTER, INC","DAV","1/17/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","1/17/2007","OT"
"1005939","01","Paid","33082","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/17/2007","1/17/2007","1/23/2007","1/23/2007","5","5","365.84","336.40","336.40","XRRR","I07","ZENNER & RITTER, INC","DAV","1/17/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","1/23/2007","OT"
"1005942","00","Paid","33011 / GREENACRES","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","2","2","26.74","24.59","24.59","DCS","I07","ZENNER & RITTER, INC","DCS","1/17/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/17/2007",""
"1005945","00","Paid","33014","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","1","1","132.70","122.02","122.02","XRRR","I07","ZENNER & RITTER, INC","DJWI","1/17/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","1/17/2007",""
"1005983","00","Paid","33016-HIGH GATE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","2","2","533.80","490.85","490.85","DAV","I07","ZENNER & RITTER, INC","DAV","1/17/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/17/2007","OT"
"1005984","00","Paid","33017-LEBRUN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","3","3","403.70","371.22","371.22","DAV","I07","ZENNER & RITTER, INC","DAV","1/17/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/17/2007","OT"
"1005993","00","Paid","PO#  38558","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","1","1","8.57","7.88","7.88","DJWI","I07","ZENNER & RITTER, INC","tsru","1/17/2007","No","y","","","0","00","","","","Daryl Widebeck","Open - Scott Kohler","tsru","1/17/2007","OT"
"1005996","00","Paid","33018","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/17/2007","1/17/2007","1/17/2007","1/17/2007","59","59","426.39","392.09","392.09","DCS","I07","ZENNER & RITTER, INC","DCS","1/17/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/17/2007","CNTR"
"1006012","00","Paid","33020 / STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/18/2007","1/18/2007","1/18/2007","1/18/2007","6","6","961.75","884.37","884.37","CJSC","I07","ZENNER & RITTER, INC","CJSC","1/17/2007","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","1/17/2007","OT"
"1006023","00","Paid","29479- Allenhurst Proj","1097756","ZENNER & RITTER, INC","","*","SUPPORTI","SUPPORTIVE SERVICES","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","SUPPORTI","1/17/2007","1/17/2007","2/1/2007","2/1/2007","30","2","90.40","1,356.00","90.40","sek","I07","SUPPORTIVE SERVICES","sek","1/17/2007","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","1/19/2007","ot"
"1006023","01","Paid","29479- Allenhurst Proj","1097756","ZENNER & RITTER, INC","","*","SUPPORTI","SUPPORTIVE SERVICES","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","SUPPORTI","1/17/2007","1/17/2007","2/16/2007","2/16/2007","28","28","1,265.60","1,265.60","1,265.60","sek","I07","SUPPORTIVE SERVICES","sek","1/17/2007","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","2/1/2007","ot"
"1006024","00","Paid","w0520617","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Return Merchandise","","","1/18/2007","1/18/2007","1/18/2007","1/18/2007","-1","-1","-133.30","-122.58","-122.58","rrr","I07","ZENNER & RITTER, INC","rrr","1/18/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/18/2007",""
"1006042","00","Paid","33021 / ALLENHURST","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/18/2007","1/18/2007","1/18/2007","1/18/2007","2","2","1,025.85","943.31","943.31","CJSC","I07","ZENNER & RITTER, INC","CJSC","1/18/2007","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","1/18/2007","OT"
"1006051","00","Paid","33023","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/18/2007","1/18/2007","1/18/2007","1/18/2007","156","156","574.95","528.69","528.69","DCS","I07","ZENNER & RITTER, INC","DCS","1/18/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/18/2007","OT"
"1006054","00","Paid","33024","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/18/2007","1/18/2007","1/23/2007","1/23/2007","2","2","37.50","29.91","29.91","DCS","I07","ZENNER & RITTER, INC","DCS","1/18/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/23/2007","CNTR"
"1006071","00","Paid","33025-Harlem Rd.","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/18/2007","1/18/2007","1/25/2007","1/25/2007","2","2","5,374.43","4,942.00","4,942.00","sek","I07","ZENNER & RITTER, INC","sek","1/18/2007","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","1/24/2007",""
"1006075","00","Paid","33025-Harlem Rd","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/18/2007","1/18/2007","1/18/2007","1/18/2007","2","2","952.86","876.19","876.19","sek","I07","ZENNER & RITTER, INC","sek","1/18/2007","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","1/18/2007","ot"
"1006097","00","Paid","33027  HERVEY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/18/2007","1/18/2007","1/19/2007","1/19/2007","1","1","1,351.71","1,242.95","1,242.95","XRRR","I07","ZENNER & RITTER, INC","DJWI","1/18/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","1/18/2007",""
"1006104","00","Paid","38561  nicholas","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/19/2007","1/19/2007","1/19/2007","1/19/2007","1","1","446.96","411.00","411.00","tsru","I07","ZENNER & RITTER, INC","tsru","1/18/2007","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","tsru","1/18/2007","OT"
"1006117","00","Paid","38562-STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/19/2007","1/19/2007","1/19/2007","1/19/2007","5","5","137.57","126.50","126.50","DAV","I07","ZENNER & RITTER, INC","DAV","1/19/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/19/2007","OT"
"1006124","00","Paid","32792","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Return Merchandise","","","1/19/2007","1/19/2007","1/19/2007","1/19/2007","-1","-1","-980.12","-901.26","-901.26","DCS","I07","ZENNER & RITTER, INC","DCS","1/19/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/19/2007","CNTR"
"1006141","00","Paid","33030 / TURNBERRY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/19/2007","1/19/2007","1/19/2007","1/19/2007","2","2","429.47","394.91","394.91","DCS","I07","ZENNER & RITTER, INC","DCS","1/19/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/19/2007","OT"
"1006145","00","Paid","33032  HARLEM ROAD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/19/2007","1/19/2007","1/19/2007","1/19/2007","1","1","3.90","3.59","3.59","DJWI","I07","ZENNER & RITTER, INC","DJWI","1/19/2007","No","y","","","0","00","","","","Daryl Widebeck","Open - Scott Kohler","djwi","1/19/2007",""
"1006163","00","Paid","33100 SOUTH MARLIN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/22/2007","1/22/2007","1/22/2007","1/22/2007","1","1","26.01","23.91","23.91","DJWI","I07","ZENNER & RITTER, INC","DJWI","1/20/2007","No","y","","","0","00","","","","Daryl Widebeck","Open - Scott Kohler","djwi","1/20/2007",""
"1006166","00","Paid","MM (AS PER MARIA)","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/22/2007","1/22/2007","1/20/2007","1/20/2007","1","1","32.96","30.31","30.31","DAV","I07","ZENNER & RITTER, INC","DAV","1/20/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/20/2007","CNTR"
"1006186","00","Paid","33037","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/24/2007","1/24/2007","1/24/2007","1/24/2007","3","3","1,184.62","1,089.31","1,089.31","rrr","I07","ZENNER & RITTER, INC","rrr","1/20/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/20/2007","ot"
"1006187","00","Paid","33037","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","5/1/2007","4/10/2007","4/5/2007","4/5/2007","1","1","855.86","787.00","787.00","rrr","I07","ZENNER & RITTER, INC","rrr","1/20/2007","No","y","","","0","00","","","Future Order","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","4/4/2007",""
"1006201","00","Paid","33038  PHEASEANT RUN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/22/2007","1/22/2007","1/22/2007","1/22/2007","1","1","446.96","411.00","411.00","DCS","I07","ZENNER & RITTER, INC","DJWI","1/22/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","djwi","1/22/2007",""
"1006230","00","Paid","33040 / SHADOWWOOD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/22/2007","1/22/2007","1/22/2007","1/22/2007","1","1","55.80","51.31","51.31","DCS","I07","ZENNER & RITTER, INC","DCS","1/22/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/22/2007","OT"
"1006557","00","Paid","w0520610","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Return Merchandise","","","1/26/2007","1/26/2007","1/26/2007","1/26/2007","-1","-1","-587.25","-540.00","-540.00","rrr","I07","ZENNER & RITTER, INC","rrr","1/26/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/26/2007",""
